id,title,detected_microskills,detected_categories,detected_evidence,detected_microskills_count
2780970,Frontend Software Engineer,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Ενεργητική ακρόαση"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + client""]}}",3
2781126,Python Developer,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
2783346,Developer/Cloud Engineer,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}}",2
2783611,Java Spring Boot Developer @ Thessaloniki,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 6, ""keywords"": [""effective communication"", ""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""maintain + database""]}}",3
2783627,Front-end Developer with Angular (Mid-Senior) @ Thessaloniki,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 6, ""keywords"": [""effective communication"", ""strong communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",3
2792373,Senior Full Stack Developer,"[""Διαχείριση προσοχής και συγκέντρωσης""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}}",1
2818916,Senior Full Stack Developer,[],[],{},0
4,PPC Energy Consultant new Franchise store in N. Eritrea,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",1
5,KEY ACCOUNT MANAGER THESSALONIKI,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",1
6,Installer of security systems,[],[],{},0
7,PRODUCT MANAGER,"[""Αποτελεσματική αναζήτηση στο διαδίκτυο""]","[""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Αποτελεσματική αναζήτηση στο διαδίκτυο"": {""score"": 2, ""keywords"": [""market research""], ""semantic_groups"": []}}",1
8,BILLING / ACCOUNTING OFFICER,"[""Σύνταξη επαγγελματικών email"", ""Σαφής και συνοπτική επικοινωνία""]","[""Ψηφιακή Παραγωγικότητα και ΤΝ"", ""Επαγγελματική Επικοινωνία""]","{""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""writ mail""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",2
9,KEY ACCOUNT MANAGER ATHENS THESSALONIKI,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",1
13,Logistics Coordinator,"[""Σαφής και συνοπτική επικοινωνία"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""document + management""]}}",2
15,Salesmen/Saleswomen (No previous experience necessary),"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}}",1
16,HR Manager,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email"", ""Διαχείριση χρόνου"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ"", ""Προσωπική Διαχείριση"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""verbal written communication"", ""written communication""], ""semantic_groups"": []}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""record + keep""]}}",4
18,VODAFONE Family Advisor,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",2
19,Retail CRM Team Leader (VLTs),"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + customer""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",3
20,Junior Buyer (Fixed-Term),"[""Οργάνωση ψηφιακού χώρου εργασίας"", ""Διαχείριση χρόνου"", ""Αποτελεσματική αναζήτηση στο διαδίκτυο"", ""Σαφής και συνοπτική επικοινωνία""]","[""Διαχείριση Δεδομένων και Πληροφορίας"", ""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 3, ""keywords"": [""data entry""], ""semantic_groups"": [""data + entry""]}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Αποτελεσματική αναζήτηση στο διαδίκτυο"": {""score"": 2, ""keywords"": [""market research""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + client""]}}",4
22,Customer Contact Agent,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",1
26,ACCOUNTING OFFICER/ASSISTANT ACCOUNTANT,"[""Οργάνωση ψηφιακού χώρου εργασίας"", ""Σαφής και συνοπτική επικοινωνία""]","[""Διαχείριση Δεδομένων και Πληροφορίας"", ""Επαγγελματική Επικοινωνία""]","{""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 3, ""keywords"": [""record keep""], ""semantic_groups"": [""record + keep""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",2
